herramienta	muestra	Aitchison	JSD	BrayCurtis	Spearman	F1
bracken_db2	ALB.17	81.6460437006446	0.10551464261043729	0.27828301362959806	0.3313549061983638	0.27367055771725035
bracken_db2	AUS.18	83.97671342824762	0.17424878577820638	0.3838899240165235	0.3102076401787481	0.21875
bracken_db2	AUS.18a	94.5659435611565	0.22007680847229844	0.4817393451221808	0.29491226475596904	0.21174764321972445
bracken_db2	AUT.70	89.1443492289733	0.1316321412519263	0.32883730044593207	0.33041639831116015	0.26748133061778684
bracken_db2	BGR.66	81.74043349431254	0.15964170281346762	0.40867220961268014	0.3101631958899584	0.24055944055944056
bracken_db2	BRA.53	85.45594101772998	0.24061708025986828	0.45981479236844947	0.3213380986525963	0.2585330428467683
bracken_db2	BRA.53a	109.17916834103457	0.2994998405846653	0.604072845334958	0.3059285059683967	0.24605678233438485
bracken_db2	BWA.19	107.5521097199178	0.18486325014849234	0.4484065768448289	0.3057758701265454	0.24481327800829875
bracken_db2	CAN.22	106.47299048532865	0.2667919069539919	0.5570889801570917	0.25038261908645865	0.14705882352941177
bracken_db2	CAN.22a	105.19232836853207	0.2445126464751327	0.5387616784686121	0.22804705907425749	0.13277310924369748
bracken_db2	CAN.22b	91.48367499107646	0.20383819674095047	0.46750570391850044	0.3156341249326168	0.2454308093994778
bracken_db2	CAN.22c	101.47090434230837	0.27169343273568725	0.566239283447356	0.35870558981199674	0.31873015873015875
bracken_db2	CHE.67	100.05553797613108	0.23990784658347608	0.5449649546493931	0.3047054083968094	0.22358554873892297
bracken_db2	CHN.64	112.25875347926784	0.2688403230012689	0.5310300735477873	0.32571181868636245	0.2753894080996885
bracken_db2	CIV.13	98.6705340772598	0.18948672433519184	0.42160697990660434	0.32969478186827617	0.2751592356687898
bracken_db2	COL.2	96.80523774593249	0.20210594552369496	0.501882242228042	0.31540341088628887	0.25413533834586466
bracken_db2	CZE.23	93.34090140729045	0.22532971510132813	0.5013207928444111	0.31847122854942655	0.25681969394544246
bracken_db2	DEU.27	102.22047384900691	0.21629406098979106	0.46607959220404316	0.31207776755914746	0.22623178348369188
bracken_db2	DNK.71_RA	98.67997527396734	0.2558019953121197	0.5474373066687963	0.32241486675459724	0.2873065015479876
bracken_db2	DNK.71_RD	91.02987342561181	0.23926770347940018	0.5179511576762823	0.3433874586698323	0.31157635467980294
bracken_db2	DNK.71_RL	96.13292266680602	0.23705565184738428	0.5125426696835705	0.3337949525689632	0.27934426229508197
bracken_db2	ECU.14	66.23337277267042	0.10722887857579788	0.33254439799883206	0.3170084794688934	0.24603174603174602
bracken_db2	ECU.14a	107.85586504479355	0.22065550656591365	0.48748104219957816	0.3180771081223632	0.25336927223719674
bracken_db2	ESP.75	101.53829519477797	0.26021873531930195	0.5581890275472305	0.3279613344188957	0.2520478890989288
bracken_db2	ETH.24	90.43936691941566	0.1314047513227563	0.3348271616277331	0.30972697477521655	0.27863362357669125
bracken_db2	FIN.25	96.12274254603905	0.2209782096688926	0.4890985935697223	0.32703575023860826	0.2673726009265387
bracken_db2	GEO.59	58.34021520280007	0.08774496810559848	0.30812339483154455	0.29556612110895825	0.2016057091882248
bracken_db2	GHA.4	109.81206915239405	0.2685813262733025	0.5315176148139926	0.28882568809853104	0.21896792189679218
bracken_db2	HRV.68	91.3364660360907	0.2104413347712517	0.5072563234363929	0.3257635707062447	0.25159010600706716
bracken_db2	HUN.61	108.68987194013293	0.2484820469334301	0.5213326701291833	0.3021058862089416	0.21330902461257975
bracken_db2	IND.11	95.074198844623	0.2033246768369814	0.4553074945397271	0.30507335634784677	0.2570332480818414
bracken_db2	IRL.69	83.24480447887657	0.13882210374906379	0.34356146993141273	0.3390660680307257	0.2806297056810404
bracken_db2	IRN.12	87.97838739561449	0.1919347004615595	0.43140401312732685	0.3016754601336908	0.2440775305096913
bracken_db2	ISL.28	81.0938804015664	0.1239363890664452	0.3007495247969286	0.30349295822040306	0.2359796067006555
bracken_db2	ISR.29	104.04241770458928	0.1932155587258175	0.4333702510519759	0.28543485462109763	0.19936204146730463
bracken_db2	ITA.30	83.88821006320002	0.21848246520898693	0.5322745235436059	0.3340296110425653	0.2749185667752443
bracken_db2	KAZ.6	83.02808376869123	0.19603225730737964	0.42861010788277537	0.33704923149559357	0.2802721088435374
bracken_db2	KEN.72	93.77951404959776	0.20979879664548998	0.43710089536429125	0.3286924901951101	0.28553379658875555
bracken_db2	KHM.21	94.49065879214305	0.2137116926561483	0.5496683350644714	0.32702361347296643	0.2671232876712329
bracken_db2	LKA.40	53.239794644253074	0.028548369725821234	0.12521240665750827	0.34577341647517773	0.25345247766043866
bracken_db2	LUX.32	88.40635053099986	0.20450826907810632	0.5092671245726357	0.3668901030747751	0.31705770450221943
bracken_db2	LVA.31	100.75082765472898	0.21398280590981705	0.4607768393077845	0.3200113383569844	0.24034334763948498
bracken_db2	MDA.65	75.79122800132478	0.0847622009116578	0.2339294413022953	0.3370809650967088	0.26514611546685674
bracken_db2	MKD.62	87.69716634169612	0.18268201151195035	0.45265296561563295	0.31761563783071467	0.25540823447313327
bracken_db2	MLT.63	84.82552190165089	0.13102806792295796	0.3088840225642058	0.3226584754758254	0.2653061224489796
bracken_db2	MYS.54	97.20592490937855	0.1575361499005711	0.40534311555423275	0.3023494647831399	0.23809523809523808
bracken_db2	NGA.50	106.029065674937	0.1902001184398232	0.4422402468110656	0.33122110596847226	0.2747893713545042
bracken_db2	NLD.43	112.0005116641688	0.35776473518451296	0.6639274228012624	0.23128423607465737	0.12842809364548494
bracken_db2	NOR.34	86.32217105243764	0.18495553134637285	0.44207223092009995	0.3165110508980556	0.24842105263157896
bracken_db2	NPL.33	99.78704868412227	0.2920030203223946	0.5782059591555945	0.3200054425031899	0.3003115264797508
bracken_db2	NZL.56	64.1397489911177	0.10894338835973455	0.35534345062574674	0.34293217705864043	0.2607407407407407
bracken_db2	PAK.7	101.80350011369917	0.22121876537540203	0.4716097787745188	0.3296417763256542	0.2936117936117936
