taxonomy_id	name	rank	ZAF.39_ERR1713409_db6.diamond	ZMB.49b_ERR1713411_db6.diamond	ZMB.49_ERR1713410_db6.diamond	XK.60_ERR1713408_db6.diamond	VNM.48_ERR1713407_db6.diamond
59845	Paenibacillus illinoisensis	species	2	3	6	9	0
1187078	Cecembia	genus	1	1	3	0	1
2737028	Lentibacillus saliphilus	species	3	2	2	0	0
593909	Mesorhizobium opportunistum	species	1	2	0	0	1
2562284	Pseudolabrys sp. FHR47	species	8	5	4	4	1
2633719	unclassified Falsirhodobacter	no rank	1	3	9	3	0
2770592	Flammeovirga sp. EKP202	species	4	1	3	1	2
2020965	Bifidobacterium imperatoris	species	2	2	2	3	0
2486356	Qipengyuania marisflavi	species	3	2	0	11	3
63656	Thiomicrorhabdus chilensis	species	2	8	2	1	3
1736488	Nocardioides sp. Root190	species	4	0	3	5	1
1908521	Gilliamella bombi	species	1	2	1	3	0
470931	Pantoea anthophila	species	1	13	10	1	4
1210119	Ohtaekwangia	genus	5	13	9	11	3
1872142	Actinospica sp.	species	1	0	1	0	0
474952	Granulicella rosea	species	1	1	4	0	3
2627006	unclassified Cyanobium	no rank	7	22	17	7	15
1529069	Polaribacter sp. BM10	species	3	0	0	1	0
103232	Streptomyces ipomoeae	species	2	1	0	0	0
3445337	Bacillus cereus group sp. BC233	species	9	1	2	0	0
1858563	Alkalimarinus	genus	6	3	1	1	2
82977	Buttiauxella agrestis	species	7	5	3	5	98
543877	Pelagerythrobacter marensis	species	4	4	4	17	4
2766595	Alloprevotella sp. Lung230	species	2	9	4	12	1
2590214	Enterococcus sp. OL5	species	3	3	0	2	0
2020377	Sinomonas sp. R1AF57	species	3	0	1	0	0
2620625	unclassified Paenirhodobacter	no rank	4	6	8	9	37
3156296	Lysinibacillus sp. RC79	species	1	0	0	0	0
3140442	Psychrobacter sp. SMN/5/1215-MNA-CIBAN-0208	species	2	0	0	7	5
2620948	unclassified Micrococcus	no rank	5	3	5	1	0
1891921	Piscirickettsia litoralis	species	3	2	8	1	1
2813045	Vannielia sp.	species	2	2	1	4	4
3364493	Psychrobacter sp. NPDC064578	species	1	0	0	9	26
3163299	Chryseobacterium terrae	species	6	5	11	8	32
1382345	Flammeovirga sp. OC4	species	1	3	9	2	3
2831522	Paenibacillus sp. Marseille-Q4541	species	6	2	5	7	0
3345950	Streptomyces sp. NPDC056817	species	1	0	0	0	0
2794344	Spongiibacter nanhainus	species	3	1	2	3	0
2033640	Niameybacter sp.	species	9	8	12	15	5
3023368	Mycolicibacterium sp. TUM20984	species	1	0	0	0	0
907779	Roseomonas elaeocarpi	species	2	3	9	0	3
1921145	Rhizobium sp. P44RR-XXIV	species	1	1	0	11	4
444051	Mesoflavibacter	genus	3	1	3	0	24
1966351	Salinigranum sp.	species	1	1	1	1	0
1849719	Saccharicrinis aurantiacus	species	8	43	40	22	12
2917691	Deinococcus sp. KNUC1210	species	3	3	1	0	0
987056	Rhodoligotrophos appendicifer	species	5	1	8	6	1
2641185	unclassified Candidatus Cardinium	no rank	3	0	3	3	2
254408	Solimonas variicoloris	species	3	6	17	5	5
3024158	Cyclonatronaceae	family	1	10	9	0	0
3239192	'Camptotheca acuminata' phytoplasma	species	1	0	1	0	0
3363957	Brevundimonas sp. NPDC092305	species	2	5	4	13	11
2724150	Romboutsia sp. CE17	species	5	5	5	11	0
3021716	Spirulina sp. CS-785/01	species	4	3	8	0	3
445961	Chryseobacterium soli	species	5	3	2	9	4
442341	Modicisalibacter xianhensis	species	8	10	5	0	3
78398	Pectobacterium odoriferum	species	7	3	1	0	17
554083	Tersicoccus phoenicis	species	3	0	0	5	1
72556	Achromobacter piechaudii	species	2	5	4	3	13
2599297	Sphingomonas suaedae	species	3	5	1	10	7
1947351	Psychrobacter sp. UBA3483	species	1	0	0	3	1
2745197	Adhaeribacter radiodurans	species	8	0	13	5	1
2555782	Brevundimonas sp. 357	species	12	8	13	10	80
255436	uncultured Psychroserpens sp.	species	1	1	4	5	9
2058332	Paraglaciecola sp. MB-3u-78	species	1	2	4	1	5
3158572	Tamlana flava	species	3	0	1	1	10
345309	Luteibacter yeojuensis	species	2	8	8	3	3
3058432	Sphingobacterium sp. BN32	species	2	6	3	0	18
43768	Corynebacterium matruchotii	species	4	11	24	58	0
2719047	Oleiagrimonas sp. C23AA	species	2	10	9	10	13
2634065	unclassified Acidisoma	no rank	2	6	5	3	51
1982103	Colwellia echini	species	1	1	1	1	17
1965630	Collinsella sp. An307	species	2	5	2	1	1
2821099	Ruegeria sp. R13_0	species	1	1	0	0	0
3447012	Pseudothermotoga sp. U03pept	species	2	4	4	2	0
192073	Shewanella denitrificans	species	3	1	3	0	268
3002745	Stenotrophomonas sp. Sm6012	species	2	1	1	3	22
2763498	Dyella telluris	species	8	10	10	6	14
3230800	Flavobacterium sp. UW10123	species	4	0	1	13	12
1938888	Crystallibacter permensis	species	3	0	2	0	1
2109933	Alsobacter soli	species	4	1	7	0	10
1149133	Metapseudomonas furukawaii	species	1	4	9	2	7
2968831	Aquiluna sp. KACHI24	species	2	150	3	2	8
3453716	Pedobacter sp. GSP4	species	4	3	0	1	1
265901	Photobacterium sp. J15	species	1	1	0	1	1
3074589	Vibrio sp. 2033	species	1	0	0	3	0
2584940	Hymenobacter sp. DG01	species	1	0	0	0	1
2608982	Gimesia benthica	species	2	0	2	0	2
2921704	Chryseomicrobium sp. FSL W7-1435	species	1	1	4	0	0
2506420	Periweissella cryptocerci	species	3	2	2	4	0
2987523	Erythrobacter fulvus	species	3	3	5	7	2
68282	Streptomyces viridiviolaceus	species	1	0	0	0	0
356837	Azoarcus sp. DN11	species	6	17	22	7	7
1517551	Sphingomonas sp. HMP6	species	5	2	3	3	2
3098293	Pseudogracilibacillus sp. SE30717A	species	5	1	5	3	3
2070621	Pseudomonas sp. GW460-12	species	3	1	4	33	3
2823141	Aquimarina sp. U1-2	species	1	0	2	0	3
3421945	Facklamia sp. P9177	species	2	0	0	0	0
435	Acetobacter aceti	species	1	1	1	2	2
1176257	Stutzerimonas zhaodongensis	species	1	13	27	14	17
2946555	Akkermansia biwaensis	species	1	0	0	0	0
3405120	Candidiatus Paracoxiella cheracis	species	3	14	15	3	8
2817705	Bradyrhizobium sp. USDA 4545	species	4	0	0	0	0
3057121	Tistlia sp.	species	4	1	7	0	0
1518501	Bradyrhizobium valentinum	species	2	2	1	1	0
2692859	Pseudanabaena sp. FACHB-2040	species	3	3	4	4	6
2956894	Mesorhizobium sp. M0142	species	1	0	0	0	0
3038564	Caballeronia sp. LZ029	species	1	2	2	4	1
3138476	Aeromonas sp. R7-4	species	1	3	1	0	7
1658667	Nitrosomonas sp. HPC101	species	7	10	15	3	1
2775301	Rhizobium sp. CFBP 8752	species	2	2	1	1	0
2510950	Exiguobacterium sp. SH0S2	species	2	0	0	0	0
273251	Paraburkholderia sabiae	species	3	4	2	1	45
712466	Prevotella sp. oral taxon 376	species	5	10	30	11	6
3393414	Agrococcus sp. DT81.2	species	2	0	2	2	0
351	Azotobacter group	subfamily	5	26	20	10	15
3391580	Virgibacillus sp. W0430	species	2	2	1	4	1
1612	Companilactobacillus farciminis	species	6	0	4	25	0
2292315	Collinsella sp. AM33-4BH	species	3	1	0	1	1
992267	Stappia taiwanensis	species	1	1	1	1	4
89404	Glaciecola	genus	2	2	2	0	0
1274803	Savagea faecisuis	species	3	2	0	2	1
29450	Rhizobium leucaenae	species	6	1	1	6	20
2570561	Psychroserpens sp. NJDZ02	species	2	2	0	1	3
671053	Thalassolituus marinus	species	1	0	7	1	2
3411632	Anaeromyxobacter sp. Red801	species	2	1	2	0	1
2880703	Sangeribacter muris	species	12	8	14	21	2
1720261	Telluribacter humicola	species	2	6	3	5	3
74329	Brevundimonas mediterranea	species	2	2	5	15	33
2100	Mesomycoplasma hyorhinis	species	1	1	2	1	1
2775882	uncultured Lacticaseibacillus sp.	species	1	0	0	0	0
2486008	Companilactobacillus mishanensis	species	4	1	3	1	0
33960	Secundilactobacillus collinoides	species	3	2	17	17	0
1262755	Blautia sp. CAG:237	species	2	4	4	4	0
129958	Carboxydothermus hydrogenoformans	species	1	5	2	0	0
447467	Simiduia	genus	1	0	6	2	7
2763670	Wujia chipingensis	species	5	6	9	99	2
2979469	Maridesulfovibrio sp. FT414	species	1	14	14	0	4
1561204	Labrenzia sp. OB1	species	1	0	4	0	15
1632866	Alkalimarinus sediminis	species	4	2	13	59	2
2546320	Rhodococcus spelaei	species	2	2	5	0	0
3158581	Microbacterium sp. KR10-403	species	10	1	4	3	1
2013866	Paraferrimonas haliotis	species	3	1	4	2	1
3278709	Bradyrhizobium tunisiense	species	3	6	4	4	1
2995151	Kocuria sp. SL71	species	2	2	0	0	0
573658	Candidatus Hodgkinia cicadicola	species	3	1	7	12	1
2772254	Psychrobacter sp. 28M-43	species	1	0	1	0	9
2812559	Arenibaculum pallidiluteum	species	4	13	10	5	8
199136	Arthrobacter koreensis	species	2	1	13	4	2
2293117	Parabacteroides sp. AF39-10AC	species	2	4	2	2	0
2828765	unclassified Zafaria	no rank	2	0	0	0	1
3391445	Klebsiella sp. 20_N_Kleb	species	1	0	1	0	0
1777866	Mesorhizobium erdmanii	species	1	0	1	0	1
941338	Bhargavaea	genus	4	4	6	3	2
2744515	Mesorhizobium sp. 113-1-2	species	1	0	1	0	0
2730425	Pseudomonas neuropathica	species	1	0	0	1	46
2917746	Mycolicibacterium sp. OfavD-34-C	species	1	0	0	1	0
2923436	Belliella calami	species	2	0	6	4	3
1381597	Sphingomonas sp. ERG5	species	3	2	5	5	5
2419605	Acinetobacter sp. WCHAc060007	species	2	2	3	226	50
3075589	Autumnicola musiva	species	1	0	6	0	1
2605272	Acinetobacter rathckeae	species	1	6	9	48	4
1523425	Novosphingobium sp. AAP83	species	2	6	5	7	13
1735285	Vogesella oryzae	species	3	21	21	19	1
2589911	Mesorhizobium sp. B2-6-6	species	2	0	0	0	0
2837532	unclassified Sutcliffiella	no rank	2	8	0	0	0
3240930	Psychrobacter sp. CLB018	species	3	1	3	4	8
29511	Leptospira wolbachii	species	2	3	0	0	0
187982	Amycolatopsis palatopharyngis	species	2	2	1	0	0
908935	Yimella	genus	5	1	14	5	9
1335724	Salegentibacter chungangensis	species	2	5	7	2	6
2487344	Mycolicibacterium nivoides	species	2	3	3	0	6
3422307	Humitalea sp. 24SJ18S-53	species	4	4	8	10	13
195064	Ectothiorhodospira mobilis	species	3	12	13	3	14
1195760	Wenyingzhuangia marina	species	2	6	3	2	2
36832	Lacrimispora aerotolerans	species	6	4	7	6	0
29372	Clostridium thermobutyricum	species	6	4	7	8	1
217068	Ancylobacter tetraedralis	species	7	2	3	3	2
2729997	Gilvibacter sp.	species	2	3	2	4	10
2895623	Metamycoplasmataceae	family	4	6	7	30	0
3143057	Blautia sp. 2227st1_G12_2227SCRN_220401	species	4	2	6	13	0
2633480	unclassified Tsukamurella	no rank	3	3	6	1	1
2587099	Mycolicibacterium sp. BK634	species	2	3	5	5	7
1857893	Gordonia sp. UCD-TK1	species	1	1	1	0	0
2870715	Plastoroseomonas	genus	1	1	1	0	0
467262	Bacillus sp. T3	species	3	3	5	4	4
2497487	Flavobacterium sp. RSP49	species	5	1	2	16	26
3317345	Pseudoduganella sp. GCM10020061	species	5	6	5	3	10
3143538	Psychrobacter sp. B38	species	5	1	6	7	12
2804633	Pseudomonas sp. TWR3-1-1	species	2	0	2	0	36
256618	Parvibaculum lavamentivorans	species	1	9	5	5	12
35797	Nitrococcus mobilis	species	6	11	15	8	6
29365	Hathewaya proteolytica	species	6	13	11	23	7
43348	Mycobacterium branderi	species	2	1	0	0	1
2965102	Megasphaera sp. SC8-1	species	3	0	1	4	0
3110240	Nostoc sp. UHCC 0251	species	1	2	1	0	1
748280	Pseudogulbenkiania sp. NH8B	species	1	4	7	3	5
83341	Gordonia rhizosphera	species	3	2	3	0	3
160434	Samsonia erythrinae	species	2	5	0	2	2
3445242	Bacillus cereus group sp. Bce026	species	1	0	0	0	0
2928704	Pseudomonas sp. T1.Ur	species	1	0	1	1	4
2885079	Methylocystis iwaonis	species	2	1	4	1	3
2821512	Algihabitans	genus	2	2	4	3	4
2812848	Roseiterribacter gracilis	species	4	6	6	3	6
2601124	Acinetobacter sp. YH12140	species	2	2	4	21	75
1912	Streptomyces hygroscopicus	species	2	0	0	0	0
2571273	Pedobacter polaris	species	5	5	9	15	11
3159591	Salmonella sp. ZJHZ20_0012	species	2	0	1	0	0
1261636	Anaerostipes sp. 494a	species	10	7	5	20	2
286156	Photorhabdus australis	species	2	1	2	0	6
159291	Alkalispirochaeta americana	species	3	8	13	2	3
2541726	Microbacterium wangchenii	species	1	0	0	1	0
362787	Candidatus Protochlamydia amoebophila	species	4	4	4	6	2
2959716	Futiania mangrovi	species	3	3	4	3	3
2767353	Lancefieldella	genus	6	4	4	23	1
3122077	Enterobacter sp. UNJFSC 003	species	3	0	1	0	4
47854	Micromonospora chersina	species	2	0	3	1	0
2486418	Pseudotabrizicola sediminis	species	8	3	3	8	9
2615180	Pseudoclavibacter sp. CFCC 14310	species	1	0	5	5	0
507750	Peptoniphilus duerdenii	species	3	4	7	25	0
2586906	Pseudomonas saliphila	species	2	2	7	1	1
2878537	Enterobacter sp. K16B	species	5	0	3	0	40
2653148	Luteimonas sp. 9C	species	6	18	31	12	10
2984846	Catenovulum adriaticum	species	3	1	2	1	0
1476857	Bacillus sp. B-jedd	species	1	0	8	0	1
152831	uncultured Xanthomonas sp.	species	11	18	27	36	49
1124597	Magnetococcus marinus	species	3	15	22	6	5
104264	Cellulophaga	genus	8	8	7	10	41
2695856	Steroidobacter agaridevorans	species	6	4	13	6	2
2821405	Bradyrhizobium hereditatis	species	1	1	2	1	2
1288970	Magnetospira sp. QH-2	species	3	8	12	1	16
73010	Aeromonas encheleia	species	1	15	11	12	217
1353976	Neochlamydia sp. S13	species	1	2	2	0	2
2628859	unclassified Allobacillus	no rank	1	0	0	0	0
3034231	Variovorax sp. OAS795	species	3	1	5	27	4
1505062	Clostridium sp. AUH-JLR23	species	4	2	2	4	0
1217418	Cupriavidus sp. HPC(L)	species	3	3	0	0	1
1736428	Rhizobium sp. Root1204	species	1	0	0	1	0
1120688	Rhizobium sp. LC145	species	1	1	0	0	0
2590022	Sulfurimonas lithotrophica	species	2	20	15	2	5
225298	uncultured Hyphomonas sp.	species	1	2	1	5	0
370111	Brucella pseudintermedia	species	3	3	4	6	0
3024837	Erythrobacter sp. Dej080120_24	species	1	4	1	3	1
1974213	Prosthecochloris sp. HL-130-GSB	species	1	2	1	1	2
2653167	Pseudomonas sp. 9Ag	species	1	0	0	0	0
35752	Actinoplanes philippinensis	species	1	0	1	1	0
2774291	Kandleria sp.	species	5	3	2	4	0
3151853	Mesorhizobium sp. SB112	species	2	1	0	4	2
1855383	Faunimonas pinastri	species	4	4	4	5	2
2716335	Falsiroseomonas selenitidurans	species	5	1	8	4	5
2364150	Enterobacter genomosp. O	species	1	1	0	1	30
3119911	Xanthobacter tagetidis DSM 11602	strain	9	7	4	0	4
134821	Ureaplasma parvum	species	4	3	3	2	0
2919888	Ensifer sp. MJa1	species	1	0	2	2	3
1481923	Vibrio astriarenae	species	4	2	9	8	1
1955052	Mucilaginibacter terrae	species	3	5	6	3	4
2184063	Pararhodobacter marinus	species	3	4	12	9	4
2636472	unclassified Halobacillus	no rank	1	1	0	1	0
2541722	Flavobacterium sp. GT3P67	species	5	1	4	52	10
1086393	Sediminibacterium goheungense	species	2	3	4	10	7
64971	Allopseudospirillum japonicum	species	1	4	7	2	1
1840413	Ruania rhizosphaerae	species	1	2	8	1	0
866801	Apilactobacillus ozensis	species	3	0	0	0	0
2908145	Thermus altitudinis	species	2	0	1	0	0
1913444	Candidatus Thiodiazotropha	genus	3	8	8	3	24
879970	Defluviitalea saccharophila	species	17	8	18	33	4
2816250	Rahnella ecdela	species	3	0	0	1	8
2601101	Acinetobacter sp. YH12114	species	2	1	1	2	11
2803861	Clostridium rhizosphaerae	species	4	16	22	27	5
3042153	Rhizobium sp. CC-YZS058	species	3	10	11	6	4
440079	Aeromonas bivalvium	species	6	28	25	11	825
3064160	Variovorax sp. V512	species	1	1	0	1	0
2587092	Paenibacillus sp. BK720	species	1	1	0	6	0
2315729	Paenibacillus ottowii	species	1	0	1	1	1
3159847	Salmonella sp. SAL04269	species	1	0	6	18	10
2777781	Rufibacter sp. LB8	species	1	3	12	8	10
2692194	Delftia sp. CH05	species	1	0	0	7	7
2624677	unclassified Haloarcula	no rank	1	0	0	0	0
2859228	Paenibacillus sp. R14(2021)	species	1	0	1	4	0
443612	Flavobacterium resistens	species	7	3	4	6	77
193462	Streptomyces niveus	species	5	2	5	3	1
1246530	Calderihabitans maritimus	species	6	18	12	2	2
1676991	Clostridium sp. ATCC 25772	species	5	0	1	2	0
2080584	Pseudoclavibacter sp. AY1H1	species	3	0	0	54	0
3072142	Hyphomicrobium sp. LHD-15	species	2	4	3	6	1
1946347	Clostridium sp. UBA1353	species	3	1	3	8	0
3127660	Oceaniserpentilla sp. 4NH20-0058	species	2	1	2	0	2
3119007	Gaopeijia maritima	species	5	20	17	13	9
2185275	Lawsonibacter sp.	species	1	2	1	2	0
2810563	Pseudodesulfovibrio sediminis	species	3	11	12	3	3
2762238	Psychrobacter communis	species	3	2	8	27	62
2989832	Aeromonas sp. QDB25	species	2	64	51	10	109
2774688	Enterococcus sp. DIV0421	species	3	0	0	0	0
2995167	Methylorubrum sp. SL192	species	1	0	0	0	0
3397507	Nitrospira sp. BLG_2	species	15	74	36	20	13
1830	Rhodococcus ruber	species	4	9	23	3	9
1813816	Leisingera sp. F5	species	1	2	0	1	1
145287	Novosphingobium lentum	species	3	2	3	17	9
686831	Chromobacterium piscinae	species	9	14	14	9	9
872327	Lactobacillus pasteurii	species	1	1	4	1	0
2683645	unclassified Mycoplasma	no rank	2	0	0	4	0
748120	Paraperlucidibaca baekdonensis	species	5	3	10	3	1
1912871	Malaciobacter canalis	species	3	14	16	15	4
652715	Paenibacillus sp. oral taxon 786	species	1	0	0	0	1
2910230	Aliivibrio kagoshimensis	species	1	0	1	0	0
404578	Nocardia amamiensis	species	1	1	3	1	0
2821358	Cupriavidus sp. AcVe19-6a	species	2	1	3	2	3
2873702	Geomonas agri	species	4	13	8	0	5
1796905	Sphingobacterium humi	species	2	14	70	29	87
748909	Nocardioides alpinus	species	1	2	2	6	0
2926463	Hymenobacter cyanobacteriorum	species	1	2	4	0	0
418	Methylomonas sp.	species	2	6	6	5	6
2725492	Acinetobacter sp. A3	species	7	4	7	11	27
1761771	Bradyrhizobium sp. cf659	species	1	2	0	2	1
2601156	Acinetobacter sp. YH12224	species	1	0	5	0	2
3364454	Pseudomonas sp. NPDC088414	species	3	1	1	3	130
2028555	Hyalangium sp.	species	11	23	31	8	10
2028575	Psittacicella hinzii	species	2	1	4	0	2
2743469	Rhabdonatronobacter sediminivivens	species	5	4	2	1	0
429728	Devosia crocina	species	2	2	10	3	3
3133434	Paucibacter sp. AS339	species	1	6	8	6	6
3407073			2	2	0	0	2
252970	Paraburkholderia phenoliruptrix	species	13	49	21	26	3
2926050	Ferrimicrobium sp.	species	4	2	4	5	5
50338	Rhizobium sullae	species	3	4	1	4	3
551276	Pseudonocardia acaciae	species	1	8	1	2	2
3159722	Salmonella sp. s60131	species	1	0	2	8	2
2860290	Stenotrophomonas sepilia	species	5	4	8	13	21
2996754	Rickettsia endosymbiont of Halotydeus destructor	species	1	2	0	1	1
1078087	Parabacteroides sp. HGS0025	species	3	45	39	3	20
29529	Chitinophaga arvensicola	species	3	0	4	3	4
160454	Enterococcus pallens	species	7	4	7	10	0
1857217	Candidatus Enterococcus huntleyi	species	6	2	6	99	0
3110238	Anabaena sp. UHCC 0399	species	1	0	2	0	1
1786003	Pararhodobacter sp. CCB-MM2	species	5	1	4	4	5
299567	Adhaeribacter aquaticus	species	5	10	11	9	2
2027858	Aureimonas endophytica	species	4	2	3	1	3
1798805	Pararhizobium antarcticum	species	3	1	3	16	1
1033734	Bacillus timonensis	species	3	5	2	2	0
1132441	Arthrobacter sp. 35W	species	2	0	1	2	1
46126	Staphylococcus chromogenes	species	2	3	2	12	1
3132215	Stenotrophomonas sp. AB1(2024)	species	1	0	2	2	6
1259220	Cryobacterium sp. TMS1-13-1	species	1	0	0	0	0
113569	Cryptosporangium minutisporangium	species	1	1	1	2	0
2518994	Candidatus Paraluminiphilus aquimaris	species	1	1	0	1	0
95485	Burkholderia stabilis	species	5	5	7	3	9
2609473	unclassified Roseiflexus	no rank	2	6	14	4	7
2620028	unclassified Dinoroseobacter	no rank	1	3	1	2	0
441950	Bradyrhizobium iriomotense	species	5	6	3	0	18
2625375	unclassified Ruegeria	no rank	6	9	8	10	6
2511991	Enterobacter cloacae complex sp. 4DZ1-17B1	species	5	4	11	17	7
3242195	Flavobacterium terrisoli	species	2	2	4	19	54
588067	Prauserella muralis	species	2	3	3	5	2
257487	unclassified Carnobacterium	no rank	3	1	7	133	1
3081232	Arthrobacter sp. USHLN218	species	1	1	1	1	0
286141	environmental samples	no rank	2	0	1	1	0
1410681	Methyloglobulus morosus	species	2	4	4	6	7
1086	Rhodothalassium salexigens	species	3	4	6	3	1
2292042	Eggerthella sp. AM16-19	species	6	6	11	2	0
3004095	Citricoccus sp. NR2	species	6	3	7	14	1
1763998	Rheinheimera sp. F8	species	6	11	11	9	0
3096155	Sphingomonas sp. PB4P5	species	4	1	2	4	3
930166	Pseudomonas brassicacearum	species	5	6	5	37	354
3424191	Janthinobacterium sp. RB2P8	species	3	0	2	2	9
692418	Reichenbachiella faecimaris	species	1	3	4	3	0
1535422	Thalassotalea sp. ND16A	species	2	2	2	0	0
1461259	Leucobacter japonicus	species	4	1	1	5	1
3143118	Flavobacterium sp. CFS9	species	1	0	1	6	20
3072987	Acinetobacter sp. V115_6	species	1	0	0	0	0
2072936	Sphingobium sp. SCG-1	species	2	3	4	12	3
329936	Desulfosporosinus lacus	species	5	14	12	24	7
1674310	Peribacillus cavernae	species	3	12	2	7	0
2094121	Treponema sp. J25	species	8	29	56	20	17
3080535	Nitrosomonas sp. Is37	species	2	10	4	2	6
2014074	Bacillus solitudinis	species	1	4	2	2	0
1445504	Gynuella	genus	6	17	15	1	2
3051664	Demequina muriae	species	2	7	0	3	1
2819681	Thiomicrorhabdus sp. 6S3-12	species	1	1	1	1	6
64895	Borreliella	genus	1	1	6	1	0
2292771	Parvularcula marina	species	2	0	3	0	0
213117	Desulfohalobiaceae	family	1	0	0	1	1
58051	Moritella sp. PE36	species	2	4	4	2	3
3154731	Patulibacter sp. NPDC049589	species	4	0	9	5	2
2922273	Cognataquiflexum rubidum	species	2	0	4	4	2
3401728	Flavobacterium sp. ZB4P13	species	4	7	10	20	30
3120297	Alcaligenes sp. PF14	species	1	0	2	0	3
225196	Geopsychrobacter electrodiphilus	species	5	24	39	6	4
2641955	unclassified Persephonella	no rank	4	8	9	1	1
501572	Sinorhizobium chiapasense	species	4	1	2	1	1
2483362	Marichromatium sp. AB31	species	1	0	0	0	0
2782701	Paraburkholderia youngii	species	7	16	15	13	4
3364457	Pseudomonas sp. NPDC088885	species	2	1	2	1	92
2872591	Oricola indica	species	2	2	1	2	0
3074380	Pseudomonas sp. SZMC_28357	species	3	0	0	1	22
1735012	Erythrobacter sp. YT30	species	2	0	0	1	1
1202724	Flavobacterium akiainvivens	species	6	5	12	15	30
2518599	Pandoraea sp. XY-2	species	1	0	1	0	1
2920384	Erythrobacter sp. LQ02-29	species	2	1	1	0	1
2831957	Pikeienuella sp.	species	2	6	5	10	4
483016	Lutimonas saemankumensis	species	14	3	5	1	3
1112738	uncultured Sharpea sp.	species	2	3	1	3	0
356660	Albimonas donghaensis	species	1	6	4	1	3
38305	Corynebacterium vitaeruminis	species	3	1	846	17	54
2937380	Sphingomonas sp. GM_Shp_2	species	1	0	0	2	1
1539049	Dinghuibacter silviterrae	species	10	4	9	2	6
1977879	Acinetobacter sp. ANC 4169	species	14	3	8	34	163
203799	Nocardioides aquiterrae	species	1	6	5	6	2
2810512	Fulvivirga lutea	species	1	4	2	6	4
3388668	Motilimonas sp. KMU-193	species	1	16	7	1	1
3351346	Bradyrhizobium sp. YCK136	species	1	0	1	0	0
2888818	Pengzhenrongella	genus	2	5	4	3	8
1938605	Brevundimonas sp. LM2	species	2	0	1	26	3
1376	Aerococcus urinae	species	2	6	23	50	1
281120	Candidatus Amoebophilus asiaticus	species	3	5	10	4	1
2601087	Acinetobacter sp. YH12098	species	1	1	0	6	23
2792078	Pontixanthobacter sp.	species	2	3	1	3	0
3127654	Aliiglaciecola sp. NS0011-25	species	1	4	0	2	2
1280843	Actinomyces haliotis	species	1	0	8	0	4
1614	Fructilactobacillus fructivorans	species	4	1	1	1	0
2822396	Patiriisocius sp.	species	3	0	4	3	2
1136748	Algibacter aquimarinus	species	4	0	0	0	20
2904246	Fulvivirga ligni	species	3	7	3	2	5
762261	Altericroceibacterium xinjiangense	species	3	3	5	1	9
2496558	Paenibacillus whitsoniae	species	1	1	3	2	0
3058421	Ureibacillus aquaedulcis	species	1	3	0	0	0
3135262	Microbacterium sp. LWO13-1.2	species	1	0	0	0	0
120963	Methanobrevibacter acididurans	species	2	23	163	4	14
361055	Rubritalea marina	species	4	1	8	6	3
673534	Plantactinospora	genus	1	1	5	2	1
3103134	Hyalangium rubrum	species	3	15	25	5	2
1367852	Izhakiella capsodis	species	1	1	3	0	0
2529389	Alterirhizorhabdus solaris	species	1	3	2	0	4
2898801	Seleniivibrio sp.	species	4	15	14	2	6
1389004	Sulfitobacter sp. SK011	species	1	0	0	2	0
1979955	Eudoraea sp.	species	2	5	5	4	9
3156424	Novosphingobium sp. 1529	species	1	0	0	0	3
3425863	Zooshikella sp. RANM57	species	3	1	5	1	3
1739476	Neisseria sp. HMSC066B07	species	6	3	5	1	0
3149309	Methylopilaceae	family	1	2	7	6	3
2675058	Chryseobacterium fistulae	species	4	3	13	20	24
1380388	Nocardioides sp. URHA0032	species	2	3	1	7	2
2814886	Tianweitania aestuarii	species	1	1	0	1	1
1052260	Klenkia soli	species	1	0	3	0	0
2994474	Pedobacter sp. MC2016-05	species	1	2	3	5	0
3161997	Paraburkholderia sp. DGU8	species	1	12	3	2	5
1529318	Cryobacterium sp. MLB-32	species	1	0	0	0	0
210622	Anoxynatronum	genus	6	26	25	24	6
45074	Legionella santicrucis	species	4	1	4	1	0
2804624	Pseudomonas sp. TWR1-1-3	species	2	0	0	1	51
1882747	Afipia sp. GAS231	species	1	1	3	1	3
3346475	Microbacterium sp. NPDC058389	species	2	1	3	7	0
599	Salmonella sp.	species	1	4	8	1	5
3154835	Actinocrispum sp. NPDC049592	species	1	4	2	1	1
459274	uncultured Salinibacterium sp.	species	1	6	5	5	2
3134138	Tepidibacter sp. Z1-5	species	6	7	9	4	0
1524264	Litorivivens lipolytica	species	1	0	5	0	3
426481	Tenacibaculum aiptasiae	species	2	2	5	1	2
1262900	Fusobacterium sp. CAG:649	species	2	0	0	6	0
362523	Mariniflexile gromovii	species	3	3	3	4	76
361041	Devosia soli	species	1	0	2	1	2
985255	Gillisia sp. CAL575	species	2	0	3	1	12
2282381	Dyella tabacisoli	species	3	6	9	8	4
3064906	Limnofasciculus baicalensis	species	2	10	9	4	2
2485000	Lutibacter sp. HS1-25	species	1	9	6	6	14
1173082	Devosia submarina	species	2	7	19	5	0
3396317	Azospirillum sp. CT11-132	species	1	0	2	1	6
2961995	Marinobacter metalliresistant	species	1	0	0	0	2
214106	Roseomonas genomospecies 6	species	1	15	17	4	5
1516059	Microbulbifer sp. ALW1	species	1	1	1	0	2
543037	uncultured Rhodoblastus sp.	species	5	3	6	5	12
2801917	Comamonas sp. JC664	species	7	5	4	77	49
