genus	sum_abundance	ALB.17	AUS.18	AUS.18a	AUT.70	BGR.66	BRA.53	BRA.53a	BWA.19	CAN.22	CAN.22a	CAN.22b	CAN.22c	CHE.67	CHN.64	CIV.13	COL.2	CZE.23	DEU.27	DNK.71_RA	DNK.71_RD	DNK.71_RL	ECU.14	ECU.14a	ESP.75	ETH.24	FIN.25	GEO.59	GHA.4	HRV.68	HUN.61	IND.11	IRL.69	IRN.12	ISL.28	ISR.29	ITA.30	KAZ.6	KEN.72	KHM.21	LKA.40	LUX.32	LVA.31	MDA.65	MKD.62	MLT.63	MYS.54	NGA.50	NLD.43	NOR.34	NPL.33	NZL.56	PAK.7	PER.35	POL.36	SEN.8	SGP.52	SRB.37	SVK.9	SVN.38	SWE.41	SWE.41a	TCD.1	TGO.44	TUR.46	TZA.15	USA.74	USA.74a	USA.74b	USA.74c	USA.74d	USA.74e	USA.74f	USA.74g	USA.74h	USA.74i	VNM.48	XK.60	ZAF.39	ZMB.49	ZMB.49b
Aquisphaera	6.434335651328187e-06	0	3.982191638990435e-07	0	0	0	0	1.48628493419845e-06	1.219425943043053e-06	0	0	0	0	0	4.346782859070345e-07	0	5.570136936246441e-07	0	0	0	0	0	0	1.254299896833833e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.714840870255967e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.344086046710603e-07	0	0	0	0	0	0	0	2.785210421254721e-07	0
Aquitalea	0.0005217877368063586	2.633109048296247e-06	1.19465749169713e-06	1.140993436654677e-05	2.526287282316141e-06	1.04736833546436e-05	1.616607865249915e-06	1.78354192103814e-05	6.097129715215266e-07	4.821159103071561e-06	3.53847024854215e-06	9.499854810552312e-07	3.274290409568924e-06	6.297757998152658e-06	2.260327086716579e-05	9.563703831219754e-07	1.114027387249288e-06	1.308641878372207e-06	0	3.639008098325233e-06	2.892190587955738e-06	3.40590671805369e-06	8.387821847277265e-07	3.135749742084584e-06	1.764452008846257e-06	1.057437752793713e-06	1.065218726687244e-06	1.604610237766331e-06	1.122846730859814e-06	5.027593106834677e-06	0	0.0001649428610438867	2.16177981926656e-06	4.359699634134007e-06	1.116383417865886e-06	0	8.165053286158378e-06	2.064351882434843e-06	5.685177604948379e-06	3.428904522153581e-06	6.440523470593517e-07	5.211750830362201e-06	0	8.46704442855776e-07	2.998766507376632e-06	3.498196941841252e-07	1.109045933153769e-05	0.0001004527755101874	0	5.410020694920341e-06	0	2.152922715610596e-06	1.142844604219199e-06	0	1.202930820651435e-06	1.632648263237757e-07	3.582884662336154e-06	2.356916929820013e-06	1.416734109113319e-06	1.409207706787844e-06	1.906032290410704e-06	2.155756884086246e-06	0	1.499271953539361e-07	9.092997380421118e-07	4.218747989502911e-06	1.005127629036955e-05	2.659672083709456e-06	2.147514949388441e-06	5.335274899149966e-07	1.415312913737781e-05	4.688172093421206e-07	9.212582176233012e-07	7.540998794517479e-06	4.639658834544508e-06	1.6867468253738e-06	1.62577561813467e-06	1.196703083006318e-06	1.763830814759313e-06	8.355631263764162e-07	1.115005204844296e-05
Arachidicoccus	0.0001469362444306155	1.196867749225567e-07	3.583972475091391e-06	8.776872589651365e-07	5.052574564632281e-07	8.268697385244951e-07	1.616607865249915e-06	2.229427401297675e-06	1.82913891456458e-06	4.821159103071561e-06	0	9.499854810552312e-07	8.616553709391906e-07	4.198505332101772e-06	9.562922289954758e-06	2.231530893951276e-06	0	7.85185127023324e-07	8.261649752315741e-07	3.06442787227388e-06	1.272563858700525e-06	9.73116205158197e-07	3.564824285092838e-06	2.508599793667667e-06	2.470232812384759e-06	7.553126805669377e-07	1.420291635582992e-06	1.444149213989698e-06	6.175657019728979e-06	2.793107281574821e-06	0	1.374523842032389e-06	2.16177981926656e-06	5.812932845512009e-07	2.232766835731771e-07	5.969463210944414e-06	1.633010657231675e-06	2.540740778381345e-06	2.728885250375222e-06	5.714840870255967e-07	7.577086435992374e-08	1.21607519375118e-06	2.012007661725176e-06	7.055870357131467e-07	1.665981392987018e-06	0	4.537006090174508e-06	8.200226572260191e-07	3.259016884966481e-06	6.364730229318048e-07	1.251258296624543e-06	9.995712608192054e-07	3.885671654345278e-06	4.447354002262814e-06	2.004884701085725e-06	8.163241316188785e-08	3.582884662336154e-06	8.57060701752732e-07	4.604385854618288e-06	7.046038533939218e-07	1.270688193607136e-06	3.018059637720744e-06	0	2.998543907078723e-07	1.818599476084224e-06	5.906247185304075e-06	2.069380412723142e-06	8.244983459499311e-06	0	3.556849932766644e-07	1.286648103397982e-06	0	0	0	1.031035296565446e-06	6.7469873014952e-07	2.955955669335764e-07	1.994505138343863e-07	0	8.355631263764162e-07	2.230010409688592e-06
Arachnia	0.0006186276432427285	4.189037122289483e-06	2.389314983394261e-06	1.755374517930273e-06	6.063089477558737e-06	1.378116230874158e-06	3.879858876599795e-06	5.945139736793801e-06	8.535981601301372e-06	2.41057955153578e-06	0	5.699912886331387e-06	1.137385089639732e-05	5.248131665127215e-06	3.042748001349241e-06	1.115765446975638e-05	6.684164323495729e-06	1.832098629721089e-06	7.435484777084167e-06	3.639008098325233e-06	3.817691576101574e-06	4.135743871922337e-06	2.096955461819316e-07	7.024079422269467e-05	5.646246428308021e-06	9.516939775143415e-06	7.811603995706459e-06	1.604610237766331e-07	1.684270096289721e-06	3.910350194204749e-06	5.878825645788997e-06	2.978134991070177e-06	4.611796947768662e-06	4.069052991858406e-06	4.465533671463543e-07	1.641602383009714e-05	2.041263321539594e-06	2.381944479732511e-06	1.932960385682449e-05	3.086014069938223e-05	4.167397539795805e-07	5.906650941077161e-06	5.365353764600469e-06	1.270056664283664e-06	6.997121850545475e-06	6.996393883682503e-07	8.569900392551848e-06	7.216199383588969e-05	0	2.227655580261317e-06	4.004026549198538e-05	2.306702909582782e-07	1.234272172556735e-05	2.334860851187977e-05	8.420515744560046e-06	3.795907212027785e-06	4.606565994432197e-06	3.642507982449111e-06	4.604385854618288e-06	5.354989285793805e-06	7.624129161642816e-06	2.80248394931212e-06	0	0	1.13662467255264e-07	1.582030496063592e-06	6.503767011415589e-06	5.851278584160802e-06	4.295029898776883e-06	8.714282335278278e-06	5.88181990124792e-06	6.797849535460748e-06	9.212582176233012e-07	4.309142168295702e-06	5.567590601453409e-06	6.7469873014952e-06	9.853185564452544e-08	1.196703083006318e-05	1.12885172144596e-05	1.671126252752832e-05	1.20420562123184e-05
Arcanobacterium	9.180504042764225e-05	0	0	3.510749035860546e-06	0	2.756232461748317e-07	6.466431460999659e-07	0	1.219425943043053e-06	0	0	9.499854810552312e-07	8.616553709391906e-07	1.049626333025443e-06	0	5.738222298731853e-06	0	5.234567513488826e-07	1.652329950463148e-06	1.915267420171175e-07	5.784381175911477e-07	0	0	6.898649432586084e-06	3.528904017692513e-07	3.625500866721301e-06	3.550729088957481e-07	1.604610237766331e-07	3.92996355800935e-06	1.675864368944893e-06	0	2.290873070053982e-07	0	2.906466422756005e-07	0	0	2.041263321539594e-07	1.746759285137175e-06	6.139991813344249e-06	0	3.788543217996187e-08	1.04235016607244e-06	2.682676882300235e-06	9.878218499984054e-07	0	1.749098470920626e-07	2.016447151188671e-06	4.100113286130096e-06	0	6.364730229318048e-07	7.507549779747258e-06	2.306702909582782e-07	5.942791941939837e-06	1.556573900791985e-06	1.202930820651435e-06	6.530593052951028e-07	0	1.285591052629098e-06	1.062550581834989e-06	1.127366165430275e-06	9.53016145205352e-07	6.467270652258737e-07	0	8.995631721236168e-07	1.13662467255264e-07	2.109373994751456e-07	1.478128866230816e-06	0	0	7.113699865533289e-07	7.3522748765599e-07	1.875268837368482e-06	0	1.077285542073926e-06	1.34034588553508e-06	6.7469873014952e-07	0	0	3.527661629518626e-06	2.506689379129249e-06	0
Archangium	7.271826030109542e-05	4.787470996902266e-07	0	0	0	0	0	7.431424670992252e-07	0	0	0	0	0	0	4.346782859070345e-07	1.912740766243951e-06	0	2.617283756744413e-07	0	0	0	0	0	6.271499484169167e-07	0	0	0	1.604610237766331e-07	3.92996355800935e-06	0	0	2.290873070053982e-07	0	0	0	0	2.041263321539594e-07	0	0	1.428710217563992e-05	0	0	0	0	0	0	0	8.610237900873201e-06	0	0	0	0	2.285689208438399e-07	0	0	1.632648263237757e-07	0	0	0	0	0	0	0	1.499271953539361e-07	1.13662467255264e-07	0	5.912515464923263e-07	0	0	0	7.3522748765599e-07	0	0	0	0	3.3734936507476e-07	0	4.986262845859657e-07	0	5.570420842509441e-07	3.746417488276835e-05
Arcobacter	0.8434250230421043	0.003913518166417758	0.001030192977006826	0.0002773491738329831	0.002883504304035643	0.0411020409625756	0.0005839187609282692	0.0146733480128742	0.0003828997461155187	0.009203592727763608	0.00320939251542773	0.00259567699606991	0.005698988623391806	0.06426966999748089	0.004935771936474377	0.0005193091180352327	0.001340731960554518	0.01287808299668521	0.002407444737824807	0.06222646390113543	0.05490835399996321	0.02128424091827138	0.0003857349572016632	0.002114122476113426	0.00962967328347933	0.0005161806858994452	0.004686607324514979	0.0004117429870108406	0.0006664095347652997	0.02773443806312534	0.02256587224136107	0.002119286677106939	0.001858986525914624	0.001816541514222503	0.0005952556384060903	0.00165055657782613	0.01269543310198335	0.01898870259612893	0.00131941601855642	0.0009200893801112108	2.674711511905308e-05	0.004538392623079405	0.0257469913778765	0.008729663923250194	0.03005963546994336	0.004424169672346631	0.001016793475986887	0.0007843516716366873	0.06170948471684032	0.01612345285341995	0.0064339701612434	0.001246004021659633	0.005590795803840323	0.001941714757387944	0.01520544654997436	0.0001228159656020603	0.0008307174009959396	0.001057184375611995	0.02670791724147702	0.005917685923114191	0.004057625074235987	0.01125369766199543	6.044537116601055e-05	0.03312161614320086	0.03730481739044842	0.001179034594366326	0.002071154167362619	0.0004946990075699587	0.06181084903077282	0.004674234339145285	0.0009541414721055611	0.000941384956358978	0.001735650482002299	0.01063819472798001	0.01583546491288938	0.006570216234196026	0.0002506650407596727	0.003250943650243579	0.000495283692784415	0.001584506208651811	0.005926921666870341
Arcticibacter	0.0001481971015637248	0	2.389314983394261e-06	0	2.273658554084526e-06	8.268697385244951e-07	6.466431460999659e-07	5.201997269694576e-06	6.097129715215266e-07	0	0	1.266647308073642e-06	1.378648593502705e-06	1.049626333025443e-06	1.086695714767586e-05	1.593950638536626e-06	0	5.234567513488826e-07	2.478494925694722e-06	9.576337100855876e-06	2.313752470364591e-06	2.432790512895493e-06	1.729988256000936e-05	6.271499484169167e-07	7.057808035385026e-07	7.553126805669377e-07	2.840583271165985e-06	1.604610237766331e-07	5.052810288869164e-06	2.234485825259857e-06	2.939412822894498e-06	1.374523842032389e-06	4.32355963853312e-07	1.453233211378002e-06	8.931067342927086e-07	0	1.633010657231675e-06	1.111574090541838e-06	1.137035520989676e-06	1.71445226107679e-06	0	1.7372502767874e-06	5.365353764600469e-06	5.644696285705173e-07	9.995888357922108e-07	0	3.024670726783006e-06	3.690101957517086e-06	1.303606753986592e-05	0	1.564072870780679e-07	4.613405819165564e-07	1.599982445906879e-06	6.67103100339422e-07	3.20781552173716e-06	1.632648263237757e-07	3.071043996288132e-06	1.285591052629098e-06	7.083670545566597e-07	1.550128477466628e-06	7.9418012100446e-07	1.724605507268997e-06	0	1.199417562831489e-06	9.092997380421118e-07	8.437495979005823e-07	2.956257732461632e-06	2.659672083709455e-07	1.073757474694221e-06	3.556849932766644e-07	1.286648103397982e-06	2.344086046710603e-07	0	0	1.649656474504714e-06	6.7469873014952e-07	1.970637112890509e-07	3.989010276687725e-07	7.055323259037252e-07	2.506689379129249e-06	1.338006245813155e-06
Arcticibacterium	1.503611254002234e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.205932730888533e-07	0	2.232766835731771e-07	0	2.041263321539594e-07	0	0	0	0	0	0	0	0	0	0	0	1.303606753986592e-05	6.364730229318048e-07	0	0	0	0	0	0	0	0	0	0	0	2.155756884086246e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arenibacter	0.0001198616675266369	8.378074244578967e-07	0	0	5.052574564632281e-07	3.858725446447644e-06	0	7.431424670992252e-07	0	2.41057955153578e-06	3.53847024854215e-06	3.166618270184104e-07	8.616553709391906e-07	0	0	0	0	0	8.261649752315741e-07	4.405115066393702e-06	8.098133646276068e-07	1.216395256447746e-06	3.459976512001872e-06	0	1.058671205307754e-06	1.510625361133875e-07	1.065218726687244e-06	1.428103111612035e-05	0	3.910350194204749e-06	0	0	1.873542510031019e-06	8.138105983716812e-06	1.56293678501224e-06	0	1.224757992923757e-06	2.858333375679013e-06	4.548142083958703e-07	0	7.577086435992374e-08	3.474500553574801e-07	0	1.411174071426293e-07	6.663925571948072e-07	2.973467400565064e-06	0	0	3.259016884966481e-06	1.33659334815679e-05	1.251258296624543e-06	1.207174522681656e-05	6.857067625315197e-07	4.447354002262814e-07	0	0	0	6.427955263145489e-07	3.541835272783298e-07	2.818415413575687e-07	3.335556508218732e-06	3.018059637720744e-06	0	2.998543907078723e-07	9.092997380421118e-07	0	2.069380412723142e-06	5.31934416741891e-07	5.368787373471104e-06	7.113699865533289e-07	1.102841231483985e-06	9.376344186842411e-07	0	0	3.299312949009428e-06	0	1.970637112890509e-07	7.97802055337545e-07	3.527661629518626e-07	0	0
