name	rank	AUS.18a	AUS.18	BRA.53	BWA.19	CAN.22a	CAN.22	CAN.22b	CHE.67	DEU.27	FIN.25	ECU.14a	ESP.75	IRN.12	HRV.68	ISR.29	ISL.28	HUN.61	LVA.31	MKD.62	MLT.63	NLD.43	MYS.54	SGP.52	POL.36	TCD.1	USA.74g	USA.74f	AUT.70	CIV.13	COL.2	CZE.23	BGR.66	ALB.17	BRA.53a	CAN.22c	DNK.71_RL	DNK.71_RD	GEO.59	DNK.71_RA	IND.11	CHN.64	ETH.24	GHA.4	IRL.69	KEN.72	KAZ.6	KHM.21	MDA.65	NGA.50	LUX.32	NOR.34	ITA.30	LKA.40	NPL.33	SEN.8	PAK.7	PER.35	SVK.9	SRB.37	SWE.41	SWE.41a	SVN.38	TUR.46	USA.74b	USA.74a	USA.74c	USA.74	USA.74e	USA.74d	USA.74i	ZMB.49	ZMB.49b	XK.60	ZAF.39	ECU.14	NZL.56	TZA.15	TGO.44	USA.74h	VNM.48
Cereibacter	genus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0014641288433382138	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cetobacterium	genus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00020165355918531962	0.0	0.0	0.0	0.0	0.0007561436672967864	0.0	0.00041459369817578774	0.0	0.0	0.0	0.0	0.0	0.0	0.000547945205479452	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chitinilyticum	genus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00047824007651841227	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005812263876780006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00018264840182648402	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005452562704471102	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chitiniphilus	genus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0007027406886858749	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chitinophaga	genus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00026068821689259646	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chlamydia	genus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0003780718336483932	0.0	0.0	0.0	0.0	0.0	0.0	0.0002706726214643389	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chondromyces	genus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001392757660167131	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Christensenella	genus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00011669973159061734	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00011823126034523528	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chromobacterium	genus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00018264840182648402	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chroococcidiopsis	genus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000792393026941363	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0006963788300835655	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chryseobacterium	genus	0.0019230769230769232	0.001243008079552517	0.0	0.0	0.0	0.0030120481927710845	0.0	0.0009940357852882703	0.0010162601626016261	0.0034668721109399076	0.0	0.0023105360443622922	0.0012953367875647669	0.0017857142857142857	0.0	0.004689942678478374	0.0	0.00149812734082397	0.001381692573402418	0.0	0.0	0.0	0.004032258064516129	0.0014713094654242277	0.0016666666666666668	0.0	0.0	0.002406015037593985	0.0	0.0	0.0014757969303423849	0.0068212824010914054	0.00431832202344232	0.0	0.00026068821689259646	0.0019146608315098468	0.0021005951686311124	0.007020499859590003	0.001021659174499387	0.0	0.0007027406886858749	0.00040330711837063924	0.0	0.004743499648629656	0.0006086427267194157	0.0013872374157748713	0.0003780718336483932	0.0005320092214931725	0.00041459369817578774	0.001858390633711206	0.0070101647388713636	0.0014338385907414993	0.0	0.00013533631073216944	0.0	0.00036529680365296805	0.00049838026414154	0.0011160714285714285	0.0013044612575006521	0.0016969285593076533	0.004305977710233029	0.0004089422028353326	0.011584129742253113	0.001597444089456869	0.001201923076923077	0.0	0.0020876826722338203	0.0	0.0012324377618930244	0.0003439972480220158	0.0003681885125184094	0.0	0.0004729250413809411	0.0005078720162519045	0.014075980021189647	0.01419343872174061	0.00039385584875935406	0.0	0.0005289605924358636	0.0007244626901714562
Ciceribacter	genus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0003454231433506045	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00015422578655151142	0.0	0.00026068821689259646	0.0	0.00011669973159061734	0.0	0.0004086636697997548	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00018583906337112061	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005065856129685917	0.0002726281352235551	0.0	0.0	0.00040064102564102563	0.0	0.0010438413361169101	0.0005083884087442806	0.00024648755237860487	0.0	0.0	0.0	0.0	0.0	0.0004540638716512789	8.499065102838688e-05	0.0	0.0	0.0	0.0
Citrobacter	genus	0.0	0.0	0.0	0.0023501762632197414	0.0	0.0	0.0	0.0	0.0	0.0003852080123266564	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0004597701149425287	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0002735229759299781	0.00011669973159061734	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00018583906337112061	0.0	0.0	0.0	0.0	0.00012444001991040318	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00039761431411530816	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cloacibacillus	genus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0003454231433506045	0.00022988505747126436	0.0	0.0007434944237918215	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00011669973159061734	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0003780718336483932	0.00017733640716439085	0.0	0.00018583906337112061	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00039761431411530816	0.0	0.0	0.0	0.0	0.0003681885125184094	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cloacibacterium	genus	0.009615384615384616	0.035425730267246734	0.03354838709677419	0.0035252643948296123	0.0	0.006024096385542169	0.01646264246517518	0.002982107355864811	0.0040650406504065045	0.004622496147919877	0.015055467511885896	0.005083179297597043	0.09153713298791019	0.005357142857142857	0.0	0.024491922876498175	0.006666666666666667	0.010486891385767791	0.0051813471502590676	0.011954022988505748	0.0111731843575419	0.02453531598513011	0.04334677419354839	0.0024521824423737125	0.0016666666666666668	0.009735744089012517	0.006109979633401222	0.002406015037593985	0.04160688665710186	0.0016366612111292963	0.013282172373081463	0.007844474761255117	0.0004626773596545342	0.026462395543175487	0.0013034410844629822	0.0030087527352297594	0.0018671957054498774	0.0008424599831508003	0.0016346546791990192	0.016564952048823016	0.023190442726633873	0.0018148820326678765	0.0029282576866764276	0.0005270555165144061	0.026171637248934874	0.05251684502576298	0.0007561436672967864	0.00425607377194538	0.0008291873963515755	0.0013008734435978444	0.0010515247108307045	0.014748054076198279	0.0008482963381874735	0.0004060089321965083	0.00012444001991040318	0.009315068493150684	0.00473461250934463	0.0018601190476190475	0.008087659796504044	0.004072628542338368	0.0025329280648429585	0.0009541984732824427	0.0005792064871126556	0.003194888178913738	0.0008012820512820513	0.011928429423459244	0.007828810020876827	0.015251652262328419	0.0012324377618930244	0.004471964224286206	0.012518409425625921	0.013631406761177753	0.0005911563017261764	0.007110208227526663	0.006054184955350386	0.0008499065102838688	0.024287777340160167	0.0020964360587002098	0.004363924887595874	0.006922643483860581
Clostridium	genus	0.046153846153846156	0.016159105034182723	0.032903225806451615	0.04935370152761457	0.03825136612021858	0.0391566265060241	0.02448290417897847	0.06759443339960239	0.06402439024390244	0.04815100154083205	0.03724247226624406	0.019408502772643253	0.03238341968911917	0.029166666666666667	0.07124681933842239	0.01615424700364773	0.06333333333333334	0.08389513108614233	0.046632124352331605	0.012873563218390805	0.0223463687150838	0.03494423791821561	0.018145161290322582	0.07896027464443355	0.0033333333333333335	0.048678720445062586	0.024439918533604887	0.05413533834586466	0.032520325203252036	0.02236770321876705	0.02804014167650531	0.020804911323328786	0.022208513263417645	0.06545961002785515	0.029718456725755994	0.06728665207877461	0.06255105613257089	0.0016849199663016006	0.04617899468737229	0.02702702702702703	0.014757554462403373	0.03730590844928413	0.007320644216691069	0.01914968376669009	0.04321363359707851	0.025168450257629805	0.008695652173913044	0.026068451853165454	0.03565505804311774	0.026389146998699126	0.029793200140203296	0.013928717738631708	0.006220839813374806	0.07010420895926377	0.005164260826281732	0.03872146118721461	0.08671816596062797	0.027901785714285716	0.05452648056352726	0.0719497709146445	0.03520770010131712	0.03994002181025082	0.005212858384013901	0.019169329073482427	0.05488782051282051	0.030218687872763418	0.031837160751565764	0.028469750889679714	0.026374168104510723	0.034055727554179564	0.046759941089838	0.03271537622682661	0.04480964767084417	0.090401218892839	0.0027243832299076736	0.002889682134965154	0.019955363003807274	0.011081162024558252	0.01732345940227453	0.00016099170892699025
Colibacter	genus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0003720238095238095	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Collinsella	genus	0.0038461538461538464	0.0018645121193287756	0.0025806451612903226	0.007050528789659225	0.0	0.0030120481927710845	0.001266357112705783	0.003976143141153081	0.0020325203252032522	0.0034668721109399076	0.008716323296354992	0.0018484288354898336	0.0008635578583765112	0.002380952380952381	0.005089058524173028	0.001563314226159458	0.0033333333333333335	0.003745318352059925	0.002763385146804836	0.0016091954022988506	0.0	0.008921933085501859	0.0030241935483870967	0.00392349190779794	0.0	0.005563282336578581	0.010183299389002037	0.002105263157894737	0.0023912003825920613	0.007637752318603383	0.0017709563164108619	0.0010231923601637107	0.001850709438618137	0.0020891364902506965	0.002867570385818561	0.0030087527352297594	0.003384292216127903	0.0002808199943836001	0.003064977523498161	0.005521650682941005	0.0014054813773717498	0.004638031861262351	0.0	0.002459592410400562	0.0033475349969567863	0.0011890606420927466	0.004914933837429111	0.0008866820358219542	0.003316749585406302	0.0011150343802267236	0.0007010164738871364	0.0008193363375665711	0.0007069136151562279	0.007443497090269319	0.0009333001493280239	0.0027397260273972603	0.00174433092449539	0.0033482142857142855	0.003652491521001826	0.003224164262684541	0.002026342451874367	0.001772082878953108	0.0005792064871126556	0.004792332268370607	0.004807692307692308	0.0075546719681908545	0.0036534446764091857	0.00864260294865277	0.006162188809465122	0.002407980736154111	0.0022091310751104565	0.0027262813522355507	0.001300543863797588	0.009649568308786187	0.0003027092477675193	0.0003399626041135475	0.0010502822633582775	0.0002994908655286014	0.004760645331922771	8.049585446349512e-05
Comamonas	genus	0.009615384615384616	0.01305158483530143	0.03806451612903226	0.005875440658049354	0.0	0.0030120481927710845	0.002532714225411566	0.007952286282306162	0.006097560975609756	0.003852080123266564	0.003169572107765452	0.005545286506469501	0.009499136442141624	0.008333333333333333	0.0	0.006774361646690985	0.0	0.00599250936329588	0.0024179620034542313	0.0052873563218390806	0.0111731843575419	0.0052044609665427505	0.016129032258064516	0.0024521824423737125	0.0008333333333333334	0.004172461752433936	0.004073319755600814	0.0018045112781954887	0.010999521759923482	0.0010911074740861974	0.0017709563164108619	0.005457025920873124	0.0013880320789636028	0.009749303621169917	0.0044316996871741395	0.004102844638949671	0.002684093826584199	0.0016849199663016006	0.00469963220269718	0.0034873583260680036	0.008432888264230498	0.006452913893930228	0.043923865300146414	0.001932536893886156	0.02251978088861838	0.002972651605231867	0.0007561436672967864	0.0007093456286575634	0.0037313432835820895	0.004645976584278015	0.005958640028040659	0.00594018844735764	0.0012724445072812103	0.0002706726214643389	0.0004977600796416127	0.006575342465753425	0.00224271118863693	0.0033482142857142855	0.0026089225150013043	0.00288477855082301	0.0022796352583586625	0.0010905125408942203	0.005212858384013901	0.006389776357827476	0.008814102564102564	0.005168986083499006	0.024008350730688934	0.009150991357397052	0.0051762385999507025	0.005503955968352253	0.004418262150220913	0.009269356597600873	0.001655237644833294	0.006094464195022855	0.0037838655970939914	0.0011898691143974163	0.0145726664040961	0.005989817310572028	0.002512562814070352	0.00845206471866699
Companilactobacillus	genus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000980872976949485	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001613228473482557	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00013533631073216944	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Coprobacillus	genus	0.0	0.0	0.0006451612903225806	0.0	0.0	0.0	0.0	0.0009940357852882703	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000749063670411985	0.0003454231433506045	0.0	0.0	0.0	0.0	0.0004904364884747426	0.0	0.0	0.0	0.0	0.0009564801530368245	0.0	0.0	0.00034106412005457026	0.00030845157310302283	0.0	0.00026068821689259646	0.0002735229759299781	0.00023339946318123468	0.0	0.0004086636697997548	0.0008718395815170009	0.0	0.0006049606775559589	0.0	0.0	0.00030432136335970786	0.00039635354736424893	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0004060089321965083	6.222000995520159e-05	0.000547945205479452	0.00224271118863693	0.0	0.0005217845030002609	0.00033938571186153065	0.00025329280648429586	0.0002726281352235551	0.0	0.0	0.0	0.0	0.0	0.0	0.00024648755237860487	0.0	0.0003681885125184094	0.0005452562704471102	0.0005911563017261764	0.0005078720162519045	0.0	0.0	0.0001312852829197847	0.0	0.0	0.0
Coprobacter	genus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005211047420531526	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00011669973159061734	0.0	0.0004086636697997548	0.0	0.0014054813773717498	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00018583906337112061	0.0007010164738871364	0.00020483408439164277	0.0	0.0	0.0	0.0	0.0	0.0003720238095238095	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0010438413361169101	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Coprococcus	genus	0.0019230769230769232	0.001243008079552517	0.003870967741935484	0.004700352526439483	0.00546448087431694	0.0030120481927710845	0.0029548332629801602	0.005964214711729622	0.0040650406504065045	0.001926040061633282	0.005546751188589541	0.0023105360443622922	0.002158894645941278	0.0011904761904761906	0.007633587786259542	0.0026055237102657635	0.0033333333333333335	0.00299625468164794	0.0024179620034542313	0.0011494252873563218	0.0	0.0044609665427509295	0.0020161290322580645	0.004904364884747425	0.0	0.005563282336578581	0.004073319755600814	0.003909774436090226	0.0023912003825920613	0.0032733224222585926	0.002066115702479339	0.0010231923601637107	0.0016964836520666255	0.0020891364902506965	0.0026068821689259644	0.0035557986870897156	0.0029174932897654336	0.0002808199943836001	0.0036779730281977932	0.002034292356873002	0.0021082220660576245	0.0022181891510385156	0.0	0.0021082220660576245	0.004564820450395618	0.0009908838684106222	0.0007561436672967864	0.001241354850150736	0.007877280265339967	0.00297342501393793	0.0031545741324921135	0.00040966816878328555	0.0001413827230312456	0.006631479225876303	0.0008088601294176207	0.0016438356164383563	0.00573137303762771	0.002976190476190476	0.0054787372815027395	0.005599864245715255	0.003292806484295846	0.0028625954198473282	0.0002896032435563278	0.003194888178913738	0.007211538461538462	0.006361829025844931	0.003131524008350731	0.005083884087442806	0.004683263495193493	0.0034399724802201583	0.007731958762886598	0.0021810250817884407	0.004847481674154647	0.006602336211274758	0.00015135462388375965	0.0003399626041135475	0.00223184980963634	0.0002994908655286014	0.0021158423697434543	0.0
Coprothermobacter	genus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0004904364884747426	0.0	0.0	0.006109979633401222	0.0	0.00047824007651841227	0.0	0.031582054309327035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0003780718336483932	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002044711014176663	0.0	0.0	0.0	0.0007952286282306163	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Coraliomargarita	genus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0006963788300835655	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00017568517217146873	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00011823126034523528	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Corynebacterium	genus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0003852080123266564	0.0	0.0	0.0008635578583765112	0.0	0.0	0.0	0.0	0.0	0.0	0.0004597701149425287	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0003007518796992481	0.003825920612147298	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00020165355918531962	0.05417276720351391	0.00017568517217146873	0.0009129640900791236	0.0	0.0011342155009451795	0.0	0.001658374792703151	0.0	0.0	0.0	0.0	0.0020300446609825416	0.0004977600796416127	0.0007305936073059361	0.00099676052828308	0.0	0.0	0.00016969285593076533	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0011045655375552283	0.0	0.00011823126034523528	0.0015236160487557136	0.0	0.0	0.00039385584875935406	0.0	0.0	0.0
Criibacterium	genus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00011669973159061734	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Croceicoccus	genus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0003439972480220158	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cronobacter	genus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0002906131938390003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005452562704471102	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cryptobacterium	genus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000792393026941363	0.0	0.0	0.0	0.002544529262086514	0.0	0.0	0.0	0.0003454231433506045	0.0	0.0	0.0	0.0	0.0004904364884747426	0.0	0.0	0.002036659877800407	0.0003007518796992481	0.0	0.0	0.0	0.0	0.0	0.0	0.00026068821689259646	0.0	0.00011669973159061734	0.0	0.0	0.0	0.0	0.0	0.0	0.00017568517217146873	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00013533631073216944	0.0	0.0	0.0	0.0	0.00026089225150013044	0.00016969285593076533	0.00025329280648429586	0.00013631406761177754	0.0	0.0	0.0	0.0	0.0	0.0	0.00024648755237860487	0.0003439972480220158	0.0003681885125184094	0.0005452562704471102	0.0	0.0005078720162519045	0.0	8.499065102838688e-05	0.0	0.0	0.0001322401481089659	0.0
